Incident_ID,Opened_At,Closed_At,Opened_By,Assigned_To,Priority,Impact,Urgency,Category,Subcategory,Status,Resolution_Code,Resolved_By,Short_Description,Description,Updated_At
INC001651,2025-09-07 18:00:00,,user164,user367,High,High,High,Database,SQL Server,Open,,,Issue 1651 - Software related,"Detailed description of incident 1651, auto-generated for testing.",2025-09-10 23:00:00
INC001652,2025-09-07 19:00:00,,user178,user265,High,Medium,Medium,Hardware,Desktop,In Progress,,,Issue 1652 - Hardware related,"Detailed description of incident 1652, auto-generated for testing.",2025-09-11 14:00:00
INC001653,2025-09-07 20:00:00,,user198,user277,Critical,High,High,Hardware,Printer,Open,,,Issue 1653 - Database related,"Detailed description of incident 1653, auto-generated for testing.",2025-09-08 17:00:00
INC001654,2025-09-07 21:00:00,,user114,user263,High,Low,Low,Database,SQL Server,In Progress,,,Issue 1654 - Database related,"Detailed description of incident 1654, auto-generated for testing.",2025-09-12 01:00:00
INC001655,2025-09-07 22:00:00,,user59,user387,Medium,Low,Medium,Database,Oracle,Open,,,Issue 1655 - Hardware related,"Detailed description of incident 1655, auto-generated for testing.",2025-09-11 01:00:00
INC001656,2025-09-07 23:00:00,2025-09-08 18:00:00,user180,user311,Medium,High,Medium,Hardware,Desktop,Closed,Solved via On-Site,user555,Issue 1656 - Database related,"Detailed description of incident 1656, auto-generated for testing.",2025-09-10 10:00:00
INC001657,2025-09-08 00:00:00,,user158,user353,Low,Low,Low,Software,Application,In Progress,,,Issue 1657 - Hardware related,"Detailed description of incident 1657, auto-generated for testing.",2025-09-12 00:00:00
INC001658,2025-09-08 01:00:00,,user49,user377,High,High,High,Software,Email,In Progress,,,Issue 1658 - Database related,"Detailed description of incident 1658, auto-generated for testing.",2025-09-11 21:00:00
INC001659,2025-09-08 02:00:00,,user134,user287,Medium,Low,Low,Software,Application,In Progress,,,Issue 1659 - Database related,"Detailed description of incident 1659, auto-generated for testing.",2025-09-09 20:00:00
INC001660,2025-09-08 03:00:00,,user155,user338,Medium,Low,Medium,Database,MySQL,In Progress,,,Issue 1660 - Network related,"Detailed description of incident 1660, auto-generated for testing.",2025-09-11 05:00:00
INC001661,2025-09-08 04:00:00,2025-09-10 22:00:00,user156,user209,Medium,Low,Medium,Hardware,Laptop,Resolved,Not Reproducible,user529,Issue 1661 - Software related,"Detailed description of incident 1661, auto-generated for testing.",2025-09-08 16:00:00
INC001662,2025-09-08 05:00:00,,user45,user292,Low,Low,Medium,Hardware,Laptop,In Progress,,,Issue 1662 - Software related,"Detailed description of incident 1662, auto-generated for testing.",2025-09-12 01:00:00
INC001663,2025-09-08 06:00:00,2025-09-08 12:00:00,user1,user207,Medium,Medium,Low,Hardware,Desktop,Closed,Solved Remotely,user410,Issue 1663 - Software related,"Detailed description of incident 1663, auto-generated for testing.",2025-09-09 17:00:00
INC001664,2025-09-08 07:00:00,,user74,user396,High,Medium,Medium,Network,LAN,In Progress,,,Issue 1664 - Database related,"Detailed description of incident 1664, auto-generated for testing.",2025-09-09 22:00:00
INC001665,2025-09-08 08:00:00,2025-09-09 02:00:00,user94,user386,Medium,Medium,Medium,Network,LAN,Closed,Workaround Provided,user522,Issue 1665 - Software related,"Detailed description of incident 1665, auto-generated for testing.",2025-09-11 04:00:00
INC001666,2025-09-08 09:00:00,2025-09-11 04:00:00,user122,user279,Medium,High,High,Security,Malware,Closed,Not Reproducible,user439,Issue 1666 - Security related,"Detailed description of incident 1666, auto-generated for testing.",2025-09-11 11:00:00
INC001667,2025-09-08 10:00:00,,user177,user282,Low,High,High,Network,WAN,Open,,,Issue 1667 - Security related,"Detailed description of incident 1667, auto-generated for testing.",2025-09-10 02:00:00
INC001668,2025-09-08 11:00:00,2025-09-11 05:00:00,user178,user216,High,High,Medium,Software,Email,Closed,Solved via On-Site,user484,Issue 1668 - Database related,"Detailed description of incident 1668, auto-generated for testing.",2025-09-08 14:00:00
INC001669,2025-09-08 12:00:00,,user57,user293,Medium,High,High,Software,Email,Open,,,Issue 1669 - Hardware related,"Detailed description of incident 1669, auto-generated for testing.",2025-09-08 13:00:00
INC001670,2025-09-08 13:00:00,2025-09-10 06:00:00,user91,user385,High,Medium,Low,Software,OS,Closed,Solved via On-Site,user501,Issue 1670 - Network related,"Detailed description of incident 1670, auto-generated for testing.",2025-09-11 15:00:00
INC001671,2025-09-08 14:00:00,,user58,user209,High,High,High,Software,OS,In Progress,,,Issue 1671 - Hardware related,"Detailed description of incident 1671, auto-generated for testing.",2025-09-12 03:00:00
INC001672,2025-09-08 15:00:00,2025-09-10 06:00:00,user34,user353,Medium,High,High,Security,Phishing,Closed,Workaround Provided,user530,Issue 1672 - Security related,"Detailed description of incident 1672, auto-generated for testing.",2025-09-10 07:00:00
INC001673,2025-09-08 16:00:00,2025-09-11 10:00:00,user59,user245,Low,High,High,Software,OS,Closed,Not Reproducible,user582,Issue 1673 - Software related,"Detailed description of incident 1673, auto-generated for testing.",2025-09-10 18:00:00
INC001674,2025-09-08 17:00:00,2025-09-10 08:00:00,user109,user337,High,Low,High,Database,SQL Server,Closed,Not Reproducible,user405,Issue 1674 - Network related,"Detailed description of incident 1674, auto-generated for testing.",2025-09-10 13:00:00
INC001675,2025-09-08 18:00:00,2025-09-10 18:00:00,user110,user269,Critical,High,Low,Database,Oracle,Resolved,Workaround Provided,user573,Issue 1675 - Security related,"Detailed description of incident 1675, auto-generated for testing.",2025-09-12 20:00:00
INC001676,2025-09-08 19:00:00,,user23,user303,Medium,Low,High,Database,Oracle,In Progress,,,Issue 1676 - Hardware related,"Detailed description of incident 1676, auto-generated for testing.",2025-09-11 17:00:00
INC001677,2025-09-08 20:00:00,,user130,user319,High,High,Medium,Network,LAN,Open,,,Issue 1677 - Network related,"Detailed description of incident 1677, auto-generated for testing.",2025-09-10 05:00:00
INC001678,2025-09-08 21:00:00,,user90,user243,High,High,High,Hardware,Printer,In Progress,,,Issue 1678 - Network related,"Detailed description of incident 1678, auto-generated for testing.",2025-09-11 01:00:00
INC001679,2025-09-08 22:00:00,,user9,user388,High,Low,High,Security,Malware,Open,,,Issue 1679 - Network related,"Detailed description of incident 1679, auto-generated for testing.",2025-09-10 05:00:00
INC001680,2025-09-08 23:00:00,2025-09-09 14:00:00,user121,user203,Medium,High,Medium,Database,SQL Server,Resolved,Not Reproducible,user550,Issue 1680 - Network related,"Detailed description of incident 1680, auto-generated for testing.",2025-09-12 02:00:00
INC001681,2025-09-09 00:00:00,,user102,user214,Critical,Low,Low,Database,SQL Server,In Progress,,,Issue 1681 - Software related,"Detailed description of incident 1681, auto-generated for testing.",2025-09-09 20:00:00
INC001682,2025-09-09 01:00:00,2025-09-10 17:00:00,user24,user318,High,High,Medium,Software,Application,Closed,Solved Remotely,user553,Issue 1682 - Database related,"Detailed description of incident 1682, auto-generated for testing.",2025-09-12 12:00:00
INC001683,2025-09-09 02:00:00,2025-09-11 15:00:00,user13,user251,High,High,Medium,Database,MySQL,Resolved,Workaround Provided,user568,Issue 1683 - Database related,"Detailed description of incident 1683, auto-generated for testing.",2025-09-13 02:00:00
INC001684,2025-09-09 03:00:00,2025-09-10 09:00:00,user142,user272,Low,Low,Medium,Software,Application,Closed,Solved Remotely,user550,Issue 1684 - Network related,"Detailed description of incident 1684, auto-generated for testing.",2025-09-10 17:00:00
INC001685,2025-09-09 04:00:00,,user118,user245,Medium,Medium,Medium,Software,OS,Open,,,Issue 1685 - Database related,"Detailed description of incident 1685, auto-generated for testing.",2025-09-12 04:00:00
INC001686,2025-09-09 05:00:00,2025-09-11 19:00:00,user12,user395,Medium,Low,High,Hardware,Desktop,Closed,Solved via On-Site,user535,Issue 1686 - Security related,"Detailed description of incident 1686, auto-generated for testing.",2025-09-13 04:00:00
INC001687,2025-09-09 06:00:00,2025-09-11 07:00:00,user131,user355,High,Medium,High,Network,VPN,Closed,Solved via On-Site,user575,Issue 1687 - Network related,"Detailed description of incident 1687, auto-generated for testing.",2025-09-11 23:00:00
INC001688,2025-09-09 07:00:00,,user48,user395,Low,Low,High,Software,OS,In Progress,,,Issue 1688 - Security related,"Detailed description of incident 1688, auto-generated for testing.",2025-09-11 23:00:00
INC001689,2025-09-09 08:00:00,2025-09-10 16:00:00,user100,user251,High,Medium,High,Software,Application,Resolved,Solved Remotely,user547,Issue 1689 - Hardware related,"Detailed description of incident 1689, auto-generated for testing.",2025-09-12 08:00:00
INC001690,2025-09-09 09:00:00,2025-09-10 00:00:00,user156,user346,High,High,Low,Hardware,Desktop,Resolved,Solved via On-Site,user405,Issue 1690 - Network related,"Detailed description of incident 1690, auto-generated for testing.",2025-09-09 12:00:00
INC001691,2025-09-09 10:00:00,,user128,user212,Medium,Medium,High,Software,Application,Open,,,Issue 1691 - Database related,"Detailed description of incident 1691, auto-generated for testing.",2025-09-12 21:00:00
INC001692,2025-09-09 11:00:00,,user31,user379,Low,High,High,Security,Malware,In Progress,,,Issue 1692 - Hardware related,"Detailed description of incident 1692, auto-generated for testing.",2025-09-12 01:00:00
INC001693,2025-09-09 12:00:00,,user196,user320,High,Low,Low,Network,LAN,In Progress,,,Issue 1693 - Security related,"Detailed description of incident 1693, auto-generated for testing.",2025-09-13 13:00:00
INC001694,2025-09-09 13:00:00,,user130,user315,Medium,Medium,Medium,Security,Access,Open,,,Issue 1694 - Hardware related,"Detailed description of incident 1694, auto-generated for testing.",2025-09-10 21:00:00
INC001695,2025-09-09 14:00:00,,user41,user259,High,High,High,Database,MySQL,In Progress,,,Issue 1695 - Security related,"Detailed description of incident 1695, auto-generated for testing.",2025-09-12 04:00:00
INC001696,2025-09-09 15:00:00,,user52,user390,High,Low,High,Network,LAN,Open,,,Issue 1696 - Database related,"Detailed description of incident 1696, auto-generated for testing.",2025-09-11 18:00:00
INC001697,2025-09-09 16:00:00,,user98,user326,Low,Medium,Medium,Database,Oracle,Open,,,Issue 1697 - Database related,"Detailed description of incident 1697, auto-generated for testing.",2025-09-13 06:00:00
INC001698,2025-09-09 17:00:00,,user10,user237,Low,High,High,Software,Email,Open,,,Issue 1698 - Security related,"Detailed description of incident 1698, auto-generated for testing.",2025-09-13 03:00:00
INC001699,2025-09-09 18:00:00,2025-09-12 03:00:00,user26,user352,Low,Medium,Medium,Hardware,Printer,Closed,Workaround Provided,user508,Issue 1699 - Database related,"Detailed description of incident 1699, auto-generated for testing.",2025-09-13 09:00:00
INC001700,2025-09-09 19:00:00,,user4,user281,High,Medium,Medium,Security,Phishing,In Progress,,,Issue 1700 - Software related,"Detailed description of incident 1700, auto-generated for testing.",2025-09-12 09:00:00
INC001701,2025-09-09 20:00:00,2025-09-10 16:00:00,user126,user270,Critical,High,Medium,Database,MySQL,Closed,Not Reproducible,user577,Issue 1701 - Security related,"Detailed description of incident 1701, auto-generated for testing.",2025-09-12 02:00:00
INC001702,2025-09-09 21:00:00,,user32,user363,Low,High,High,Software,OS,In Progress,,,Issue 1702 - Software related,"Detailed description of incident 1702, auto-generated for testing.",2025-09-11 06:00:00
INC001703,2025-09-09 22:00:00,,user40,user289,Critical,Low,Medium,Security,Malware,In Progress,,,Issue 1703 - Software related,"Detailed description of incident 1703, auto-generated for testing.",2025-09-13 00:00:00
INC001704,2025-09-09 23:00:00,,user102,user371,Critical,High,High,Security,Access,In Progress,,,Issue 1704 - Network related,"Detailed description of incident 1704, auto-generated for testing.",2025-09-12 12:00:00
INC001705,2025-09-10 00:00:00,,user26,user361,Critical,High,Low,Database,MySQL,In Progress,,,Issue 1705 - Database related,"Detailed description of incident 1705, auto-generated for testing.",2025-09-11 03:00:00
INC001706,2025-09-10 01:00:00,,user91,user376,Medium,Medium,Medium,Software,Application,Open,,,Issue 1706 - Network related,"Detailed description of incident 1706, auto-generated for testing.",2025-09-12 11:00:00
INC001707,2025-09-10 02:00:00,2025-09-11 05:00:00,user166,user202,High,High,High,Hardware,Laptop,Resolved,Not Reproducible,user529,Issue 1707 - Hardware related,"Detailed description of incident 1707, auto-generated for testing.",2025-09-12 22:00:00
INC001708,2025-09-10 03:00:00,,user142,user262,Low,Medium,Medium,Database,Oracle,Open,,,Issue 1708 - Hardware related,"Detailed description of incident 1708, auto-generated for testing.",2025-09-10 09:00:00
INC001709,2025-09-10 04:00:00,2025-09-12 17:00:00,user57,user344,High,Medium,High,Security,Access,Resolved,Solved Remotely,user581,Issue 1709 - Software related,"Detailed description of incident 1709, auto-generated for testing.",2025-09-11 22:00:00
INC001710,2025-09-10 05:00:00,2025-09-10 23:00:00,user143,user208,High,High,High,Security,Phishing,Resolved,Solved via On-Site,user544,Issue 1710 - Hardware related,"Detailed description of incident 1710, auto-generated for testing.",2025-09-11 13:00:00
INC001711,2025-09-10 06:00:00,,user174,user217,Medium,High,Low,Network,LAN,Open,,,Issue 1711 - Database related,"Detailed description of incident 1711, auto-generated for testing.",2025-09-11 18:00:00
INC001712,2025-09-10 07:00:00,,user144,user308,Medium,High,Medium,Software,Application,Open,,,Issue 1712 - Hardware related,"Detailed description of incident 1712, auto-generated for testing.",2025-09-11 02:00:00
INC001713,2025-09-10 08:00:00,2025-09-12 02:00:00,user162,user236,Medium,High,High,Network,WAN,Resolved,Not Reproducible,user535,Issue 1713 - Hardware related,"Detailed description of incident 1713, auto-generated for testing.",2025-09-12 05:00:00
INC001714,2025-09-10 09:00:00,,user47,user286,High,Low,Low,Hardware,Printer,In Progress,,,Issue 1714 - Database related,"Detailed description of incident 1714, auto-generated for testing.",2025-09-11 00:00:00
INC001715,2025-09-10 10:00:00,,user181,user344,Critical,Medium,High,Database,Oracle,Open,,,Issue 1715 - Security related,"Detailed description of incident 1715, auto-generated for testing.",2025-09-13 11:00:00
INC001716,2025-09-10 11:00:00,2025-09-12 12:00:00,user23,user290,High,Low,High,Security,Access,Closed,Workaround Provided,user445,Issue 1716 - Security related,"Detailed description of incident 1716, auto-generated for testing.",2025-09-11 00:00:00
INC001717,2025-09-10 12:00:00,,user127,user229,Medium,Low,Low,Software,Email,Open,,,Issue 1717 - Software related,"Detailed description of incident 1717, auto-generated for testing.",2025-09-13 09:00:00
INC001718,2025-09-10 13:00:00,2025-09-13 00:00:00,user171,user291,High,Medium,Medium,Security,Phishing,Resolved,Workaround Provided,user540,Issue 1718 - Hardware related,"Detailed description of incident 1718, auto-generated for testing.",2025-09-13 00:00:00
INC001719,2025-09-10 14:00:00,2025-09-12 12:00:00,user162,user210,Medium,Low,Low,Network,WAN,Closed,Workaround Provided,user557,Issue 1719 - Network related,"Detailed description of incident 1719, auto-generated for testing.",2025-09-11 06:00:00
INC001720,2025-09-10 15:00:00,,user112,user374,Medium,High,Medium,Network,LAN,Open,,,Issue 1720 - Hardware related,"Detailed description of incident 1720, auto-generated for testing.",2025-09-12 22:00:00
INC001721,2025-09-10 16:00:00,,user182,user234,Low,High,High,Database,Oracle,Open,,,Issue 1721 - Software related,"Detailed description of incident 1721, auto-generated for testing.",2025-09-11 09:00:00
INC001722,2025-09-10 17:00:00,,user196,user377,Critical,High,High,Software,Email,Open,,,Issue 1722 - Database related,"Detailed description of incident 1722, auto-generated for testing.",2025-09-13 14:00:00
INC001723,2025-09-10 18:00:00,,user68,user379,Medium,High,Low,Software,OS,In Progress,,,Issue 1723 - Network related,"Detailed description of incident 1723, auto-generated for testing.",2025-09-13 20:00:00
INC001724,2025-09-10 19:00:00,,user137,user363,Low,Medium,Low,Database,Oracle,Open,,,Issue 1724 - Software related,"Detailed description of incident 1724, auto-generated for testing.",2025-09-13 05:00:00
INC001725,2025-09-10 20:00:00,2025-09-13 10:00:00,user67,user202,Critical,High,Low,Network,LAN,Resolved,Solved via On-Site,user464,Issue 1725 - Database related,"Detailed description of incident 1725, auto-generated for testing.",2025-09-12 12:00:00
INC001726,2025-09-10 21:00:00,,user200,user277,Medium,Medium,High,Network,LAN,Open,,,Issue 1726 - Network related,"Detailed description of incident 1726, auto-generated for testing.",2025-09-13 06:00:00
INC001727,2025-09-10 22:00:00,,user104,user288,Critical,Medium,Medium,Network,LAN,In Progress,,,Issue 1727 - Database related,"Detailed description of incident 1727, auto-generated for testing.",2025-09-13 06:00:00
INC001728,2025-09-10 23:00:00,2025-09-12 11:00:00,user123,user206,Critical,Medium,Low,Security,Phishing,Closed,Workaround Provided,user458,Issue 1728 - Security related,"Detailed description of incident 1728, auto-generated for testing.",2025-09-13 10:00:00
INC001729,2025-09-11 00:00:00,2025-09-12 15:00:00,user52,user369,High,Medium,Medium,Hardware,Desktop,Closed,Workaround Provided,user581,Issue 1729 - Database related,"Detailed description of incident 1729, auto-generated for testing.",2025-09-13 08:00:00
INC001730,2025-09-11 01:00:00,2025-09-12 04:00:00,user84,user248,Low,Low,Low,Network,VPN,Resolved,Not Reproducible,user482,Issue 1730 - Hardware related,"Detailed description of incident 1730, auto-generated for testing.",2025-09-13 08:00:00
INC001731,2025-09-11 02:00:00,,user114,user344,Critical,Low,Low,Hardware,Printer,In Progress,,,Issue 1731 - Database related,"Detailed description of incident 1731, auto-generated for testing.",2025-09-14 19:00:00
INC001732,2025-09-11 03:00:00,2025-09-13 17:00:00,user193,user225,High,High,Low,Hardware,Laptop,Resolved,Workaround Provided,user544,Issue 1732 - Database related,"Detailed description of incident 1732, auto-generated for testing.",2025-09-13 07:00:00
INC001733,2025-09-11 04:00:00,,user68,user280,Critical,Medium,Low,Software,Email,In Progress,,,Issue 1733 - Network related,"Detailed description of incident 1733, auto-generated for testing.",2025-09-15 05:00:00
INC001734,2025-09-11 05:00:00,,user34,user254,High,High,High,Database,Oracle,In Progress,,,Issue 1734 - Database related,"Detailed description of incident 1734, auto-generated for testing.",2025-09-11 13:00:00
INC001735,2025-09-11 06:00:00,,user38,user288,Medium,High,High,Security,Malware,Open,,,Issue 1735 - Network related,"Detailed description of incident 1735, auto-generated for testing.",2025-09-14 23:00:00
INC001736,2025-09-11 07:00:00,2025-09-12 19:00:00,user54,user259,Medium,High,Low,Hardware,Desktop,Closed,Workaround Provided,user432,Issue 1736 - Security related,"Detailed description of incident 1736, auto-generated for testing.",2025-09-14 14:00:00
INC001737,2025-09-11 08:00:00,,user56,user217,High,High,High,Security,Phishing,In Progress,,,Issue 1737 - Network related,"Detailed description of incident 1737, auto-generated for testing.",2025-09-11 19:00:00
INC001738,2025-09-11 09:00:00,,user177,user236,Medium,Medium,High,Software,Email,Open,,,Issue 1738 - Software related,"Detailed description of incident 1738, auto-generated for testing.",2025-09-14 13:00:00
INC001739,2025-09-11 10:00:00,,user40,user319,Medium,Medium,High,Network,VPN,In Progress,,,Issue 1739 - Security related,"Detailed description of incident 1739, auto-generated for testing.",2025-09-12 02:00:00
INC001740,2025-09-11 11:00:00,,user37,user353,Medium,Low,High,Hardware,Laptop,In Progress,,,Issue 1740 - Software related,"Detailed description of incident 1740, auto-generated for testing.",2025-09-14 16:00:00
INC001741,2025-09-11 12:00:00,2025-09-14 10:00:00,user42,user268,Critical,Medium,Medium,Database,MySQL,Closed,Not Reproducible,user502,Issue 1741 - Software related,"Detailed description of incident 1741, auto-generated for testing.",2025-09-12 13:00:00
INC001742,2025-09-11 13:00:00,2025-09-13 10:00:00,user183,user398,High,Medium,Medium,Software,Email,Resolved,Solved via On-Site,user475,Issue 1742 - Database related,"Detailed description of incident 1742, auto-generated for testing.",2025-09-13 12:00:00
INC001743,2025-09-11 14:00:00,2025-09-11 20:00:00,user131,user376,Low,High,High,Security,Access,Resolved,Workaround Provided,user583,Issue 1743 - Network related,"Detailed description of incident 1743, auto-generated for testing.",2025-09-12 11:00:00
INC001744,2025-09-11 15:00:00,,user5,user376,Low,Medium,Medium,Network,VPN,Open,,,Issue 1744 - Software related,"Detailed description of incident 1744, auto-generated for testing.",2025-09-13 16:00:00
INC001745,2025-09-11 16:00:00,,user163,user373,High,High,Low,Security,Phishing,In Progress,,,Issue 1745 - Security related,"Detailed description of incident 1745, auto-generated for testing.",2025-09-13 01:00:00
INC001746,2025-09-11 17:00:00,,user28,user376,Critical,Medium,Medium,Database,SQL Server,In Progress,,,Issue 1746 - Network related,"Detailed description of incident 1746, auto-generated for testing.",2025-09-12 10:00:00
INC001747,2025-09-11 18:00:00,,user194,user260,Medium,Low,Low,Hardware,Printer,Open,,,Issue 1747 - Software related,"Detailed description of incident 1747, auto-generated for testing.",2025-09-13 14:00:00
INC001748,2025-09-11 19:00:00,,user156,user258,Medium,High,Medium,Database,MySQL,Open,,,Issue 1748 - Software related,"Detailed description of incident 1748, auto-generated for testing.",2025-09-14 21:00:00
INC001749,2025-09-11 20:00:00,2025-09-12 07:00:00,user75,user393,Critical,Medium,Medium,Security,Phishing,Resolved,Workaround Provided,user514,Issue 1749 - Database related,"Detailed description of incident 1749, auto-generated for testing.",2025-09-15 09:00:00
INC001750,2025-09-11 21:00:00,,user65,user326,Low,Medium,Low,Security,Malware,Open,,,Issue 1750 - Database related,"Detailed description of incident 1750, auto-generated for testing.",2025-09-15 09:00:00
INC001751,2025-09-11 22:00:00,,user40,user359,High,High,Low,Database,Oracle,In Progress,,,Issue 1751 - Hardware related,"Detailed description of incident 1751, auto-generated for testing.",2025-09-15 05:00:00
INC001752,2025-09-11 23:00:00,,user89,user395,High,Low,High,Database,MySQL,Open,,,Issue 1752 - Hardware related,"Detailed description of incident 1752, auto-generated for testing.",2025-09-13 02:00:00
INC001753,2025-09-12 00:00:00,,user144,user285,Critical,Low,Medium,Database,Oracle,Open,,,Issue 1753 - Security related,"Detailed description of incident 1753, auto-generated for testing.",2025-09-12 15:00:00
INC001754,2025-09-12 01:00:00,,user172,user249,Medium,Medium,Low,Network,LAN,Open,,,Issue 1754 - Security related,"Detailed description of incident 1754, auto-generated for testing.",2025-09-14 11:00:00
INC001755,2025-09-12 02:00:00,2025-09-13 11:00:00,user190,user221,Medium,Medium,High,Security,Access,Closed,Not Reproducible,user455,Issue 1755 - Security related,"Detailed description of incident 1755, auto-generated for testing.",2025-09-14 10:00:00
INC001756,2025-09-12 03:00:00,2025-09-13 05:00:00,user145,user385,Medium,Medium,Low,Software,Application,Closed,Workaround Provided,user544,Issue 1756 - Hardware related,"Detailed description of incident 1756, auto-generated for testing.",2025-09-15 06:00:00
INC001757,2025-09-12 04:00:00,2025-09-13 15:00:00,user40,user386,High,High,High,Network,LAN,Closed,Solved via On-Site,user428,Issue 1757 - Network related,"Detailed description of incident 1757, auto-generated for testing.",2025-09-14 20:00:00
INC001758,2025-09-12 05:00:00,,user184,user226,Low,High,High,Network,WAN,In Progress,,,Issue 1758 - Software related,"Detailed description of incident 1758, auto-generated for testing.",2025-09-12 07:00:00
INC001759,2025-09-12 06:00:00,,user171,user229,High,High,Low,Network,VPN,Open,,,Issue 1759 - Software related,"Detailed description of incident 1759, auto-generated for testing.",2025-09-15 02:00:00
INC001760,2025-09-12 07:00:00,,user176,user237,Critical,Medium,Low,Software,OS,In Progress,,,Issue 1760 - Database related,"Detailed description of incident 1760, auto-generated for testing.",2025-09-14 05:00:00
INC001761,2025-09-12 08:00:00,,user162,user262,High,Low,Medium,Database,SQL Server,In Progress,,,Issue 1761 - Database related,"Detailed description of incident 1761, auto-generated for testing.",2025-09-14 14:00:00
INC001762,2025-09-12 09:00:00,2025-09-13 16:00:00,user48,user369,Critical,High,Medium,Security,Malware,Closed,Solved via On-Site,user413,Issue 1762 - Security related,"Detailed description of incident 1762, auto-generated for testing.",2025-09-16 10:00:00
INC001763,2025-09-12 10:00:00,,user46,user291,High,Low,High,Hardware,Desktop,Open,,,Issue 1763 - Database related,"Detailed description of incident 1763, auto-generated for testing.",2025-09-14 20:00:00
INC001764,2025-09-12 11:00:00,,user188,user348,Low,Medium,Low,Hardware,Printer,In Progress,,,Issue 1764 - Network related,"Detailed description of incident 1764, auto-generated for testing.",2025-09-14 04:00:00
INC001765,2025-09-12 12:00:00,,user91,user208,Critical,High,Medium,Security,Phishing,Open,,,Issue 1765 - Hardware related,"Detailed description of incident 1765, auto-generated for testing.",2025-09-15 14:00:00
INC001766,2025-09-12 13:00:00,,user104,user271,Medium,High,High,Software,Email,In Progress,,,Issue 1766 - Security related,"Detailed description of incident 1766, auto-generated for testing.",2025-09-13 04:00:00
INC001767,2025-09-12 14:00:00,2025-09-15 10:00:00,user15,user243,Medium,High,Medium,Hardware,Desktop,Resolved,Solved via On-Site,user564,Issue 1767 - Network related,"Detailed description of incident 1767, auto-generated for testing.",2025-09-12 18:00:00
INC001768,2025-09-12 15:00:00,,user97,user303,High,Medium,High,Network,VPN,In Progress,,,Issue 1768 - Database related,"Detailed description of incident 1768, auto-generated for testing.",2025-09-16 00:00:00
INC001769,2025-09-12 16:00:00,,user47,user292,High,Medium,Medium,Hardware,Desktop,In Progress,,,Issue 1769 - Security related,"Detailed description of incident 1769, auto-generated for testing.",2025-09-14 16:00:00
INC001770,2025-09-12 17:00:00,,user159,user248,Low,Medium,Low,Security,Phishing,In Progress,,,Issue 1770 - Network related,"Detailed description of incident 1770, auto-generated for testing.",2025-09-16 05:00:00
INC001771,2025-09-12 18:00:00,,user87,user318,Low,Low,High,Network,LAN,In Progress,,,Issue 1771 - Network related,"Detailed description of incident 1771, auto-generated for testing.",2025-09-15 02:00:00
INC001772,2025-09-12 19:00:00,2025-09-14 01:00:00,user55,user268,Medium,Low,High,Hardware,Desktop,Resolved,Solved Remotely,user426,Issue 1772 - Database related,"Detailed description of incident 1772, auto-generated for testing.",2025-09-16 17:00:00
INC001773,2025-09-12 20:00:00,2025-09-15 01:00:00,user96,user239,High,High,Medium,Security,Malware,Closed,Workaround Provided,user584,Issue 1773 - Hardware related,"Detailed description of incident 1773, auto-generated for testing.",2025-09-14 00:00:00
INC001774,2025-09-12 21:00:00,2025-09-15 10:00:00,user168,user342,Critical,High,Medium,Software,Application,Closed,Solved Remotely,user575,Issue 1774 - Network related,"Detailed description of incident 1774, auto-generated for testing.",2025-09-16 19:00:00
INC001775,2025-09-12 22:00:00,2025-09-13 16:00:00,user13,user312,Low,Medium,Medium,Security,Access,Resolved,Solved Remotely,user541,Issue 1775 - Network related,"Detailed description of incident 1775, auto-generated for testing.",2025-09-16 02:00:00
INC001776,2025-09-12 23:00:00,,user100,user373,Critical,Medium,Low,Software,OS,In Progress,,,Issue 1776 - Database related,"Detailed description of incident 1776, auto-generated for testing.",2025-09-16 11:00:00
INC001777,2025-09-13 00:00:00,2025-09-13 21:00:00,user63,user298,Critical,Medium,Medium,Network,WAN,Resolved,Not Reproducible,user568,Issue 1777 - Hardware related,"Detailed description of incident 1777, auto-generated for testing.",2025-09-16 14:00:00
INC001778,2025-09-13 01:00:00,,user163,user247,Low,High,Medium,Security,Malware,In Progress,,,Issue 1778 - Network related,"Detailed description of incident 1778, auto-generated for testing.",2025-09-15 07:00:00
INC001779,2025-09-13 02:00:00,,user185,user371,High,Medium,Low,Database,SQL Server,Open,,,Issue 1779 - Database related,"Detailed description of incident 1779, auto-generated for testing.",2025-09-15 17:00:00
INC001780,2025-09-13 03:00:00,2025-09-15 16:00:00,user123,user289,Critical,Low,Medium,Database,Oracle,Closed,Not Reproducible,user567,Issue 1780 - Network related,"Detailed description of incident 1780, auto-generated for testing.",2025-09-13 09:00:00
INC001781,2025-09-13 04:00:00,,user63,user229,High,Low,Low,Database,MySQL,Open,,,Issue 1781 - Database related,"Detailed description of incident 1781, auto-generated for testing.",2025-09-16 17:00:00
INC001782,2025-09-13 05:00:00,2025-09-14 07:00:00,user18,user378,Critical,High,Low,Database,MySQL,Closed,Workaround Provided,user483,Issue 1782 - Security related,"Detailed description of incident 1782, auto-generated for testing.",2025-09-14 20:00:00
INC001783,2025-09-13 06:00:00,,user166,user214,High,High,Medium,Database,SQL Server,In Progress,,,Issue 1783 - Software related,"Detailed description of incident 1783, auto-generated for testing.",2025-09-14 18:00:00
